Employee #,Month,Date,Time-in,Time-out,Number of Hours Attended,Hourly Rate,Rice Subsidy,Phone Allowance,Clothing Allowance
10014,October,10/19/2022,8:00,17:00,9,138.39,0,0,0
10015,October,10/19/2022,8:00,17:00,9,138.39,0,0,0
10016,October,10/19/2022,8:00,17:00,9,142.86,0,0,0
10017,October,10/19/2022,8:00,17:00,9,133.93,0,0,0
10018,October,10/19/2022,8:00,17:00,9,133.93,0,0,0
10019,October,10/19/2022,8:00,17:00,9,142.86,0,0,0
10020,October,10/19/2022,8:00,17:00,9,147.32,0,0,0
10021,October,10/19/2022,8:00,17:00,9,147.32,0,0,0
10022,October,10/19/2022,8:00,17:00,9,142.86,0,0,0
10023,October,10/19/2022,8:00,17:00,9,133.93,0,0,0
10024,October,10/19/2022,8:00,17:00,9,133.93,0,0,0
10025,October,10/19/2022,8:00,17:00,9,133.93,0,0,0
10001,October,10/20/2022,8:00,17:00,9,373.04,0,0,0
10002,October,10/20/2022,8:00,17:00,9,255.8,0,0,0
10003,October,10/20/2022,8:00,17:00,9,255.8,0,0,0
10004,October,10/20/2022,8:00,17:00,9,362.05,0,0,0
10005,October,10/20/2022,8:00,17:00,9,133.93,0,0,0
10006,October,10/20/2022,8:00,17:00,9,133.93,0,0,0
10007,October,10/20/2022,8:27,17:00,8.55,142.86,0,0,0
10008,October,10/20/2022,8:01,17:00,8.98,142.86,0,0,0
10009,October,10/20/2022,8:05,17:00,8.92,133.93,0,0,0
10010,October,10/20/2022,8:00,17:00,9,133.93,0,0,0
10011,October,10/20/2022,8:00,17:00,9,229.02,0,0,0
10012,October,10/20/2022,8:00,17:00,9,249.11,0,0,0
10013,October,10/20/2022,8:00,17:00,9,377.98,0,0,0
10014,October,10/20/2022,8:00,17:00,9,138.39,0,0,0
10015,October,10/20/2022,8:00,17:00,9,138.39,0,0,0
10016,October,10/20/2022,8:28,17:00,8.53,142.86,0,0,0
10017,October,10/20/2022,8:00,17:00,9,133.93,0,0,0
10018,October,10/20/2022,8:00,17:00,9,133.93,0,0,0
10019,October,10/20/2022,8:00,17:00,9,142.86,0,0,0
10020,October,10/20/2022,8:00,17:00,9,147.32,0,0,0
10021,October,10/20/2022,8:11,17:00,8.82,147.32,0,0,0
10022,October,10/20/2022,8:00,17:00,9,142.86,0,0,0
10023,October,10/20/2022,8:00,17:00,9,133.93,0,0,0
10024,October,10/20/2022,8:21,17:00,8.65,133.93,0,0,0
10025,October,10/20/2022,8:00,17:00,9,133.93,0,0,0
10001,October,10/21/2022,8:00,17:00,9,373.04,0,0,0
10002,October,10/21/2022,8:00,17:00,9,255.8,0,0,0
10003,October,10/21/2022,8:00,17:00,9,255.8,0,0,0
10004,October,10/21/2022,8:00,17:00,9,362.05,0,0,0
10005,October,10/21/2022,8:00,17:00,9,133.93,0,0,0
10006,October,10/21/2022,8:00,17:00,9,133.93,0,0,0
10007,October,10/21/2022,8:00,17:00,9,142.86,0,0,0
10008,October,10/21/2022,8:00,17:00,9,142.86,0,0,0
10009,October,10/21/2022,8:00,17:00,9,133.93,0,0,0
10010,October,10/21/2022,0:00,0:00,0,133.93,0,0,0
10011,October,10/21/2022,8:00,17:00,9,229.02,0,0,0
10012,October,10/21/2022,8:00,17:00,9,249.11,0,0,0
10013,October,10/21/2022,8:00,17:00,9,377.98,0,0,0
10014,October,10/21/2022,8:00,17:00,9,138.39,0,0,0
10015,October,10/21/2022,8:00,17:00,9,138.39,0,0,0
10016,October,10/21/2022,8:00,17:00,9,142.86,0,0,0
10017,October,10/21/2022,8:00,17:00,9,133.93,0,0,0
10018,October,10/21/2022,8:00,17:00,9,133.93,0,0,0
10019,October,10/21/2022,8:00,17:00,9,142.86,0,0,0
10020,October,10/21/2022,8:00,17:00,9,147.32,0,0,0
10021,October,10/21/2022,8:00,17:00,9,147.32,0,0,0
10022,October,10/21/2022,8:00,17:00,9,142.86,0,0,0
10023,October,10/21/2022,8:00,17:00,9,133.93,0,0,0
10024,October,10/21/2022,8:00,17:00,9,133.93,0,0,0
10025,October,10/21/2022,8:00,17:00,9,133.93,0,0,0
10001,October,10/24/2022,8:00,17:00,9,373.04,0,0,0
10002,October,10/24/2022,8:00,17:00,9,255.8,0,0,0
10003,October,10/24/2022,8:00,17:00,9,255.8,0,0,0
10004,October,10/24/2022,8:00,17:00,9,362.05,0,0,0
10005,October,10/24/2022,8:15,17:00,8.75,133.93,0,0,0
10006,October,10/24/2022,8:00,17:00,9,133.93,0,0,0
10007,October,10/24/2022,8:00,17:00,9,142.86,0,0,0
10008,October,10/24/2022,8:00,17:00,9,142.86,0,0,0
10009,October,10/24/2022,8:00,17:00,9,133.93,0,0,0
10010,October,10/24/2022,8:00,17:00,9,133.93,0,0,0
10011,October,10/24/2022,10:30,17:00,6.5,229.02,0,0,0
10012,October,10/24/2022,8:00,17:00,9,249.11,0,0,0
10013,October,10/24/2022,8:00,17:00,9,377.98,0,0,0
10014,October,10/24/2022,8:00,17:00,9,138.39,0,0,0
10015,October,10/24/2022,8:00,17:00,9,138.39,0,0,0
10016,October,10/24/2022,8:00,17:00,9,142.86,0,0,0
10017,October,10/24/2022,8:00,17:00,9,133.93,0,0,0
10018,October,10/24/2022,8:00,17:00,9,133.93,0,0,0
10019,October,10/24/2022,8:00,17:00,9,142.86,0,0,0
10020,October,10/24/2022,8:00,17:00,9,147.32,0,0,0
10021,October,10/24/2022,13:00,17:00,4,147.32,0,0,0
10022,October,10/24/2022,8:00,17:00,9,142.86,0,0,0
10023,October,10/24/2022,8:00,17:00,9,133.93,0,0,0
10024,October,10/24/2022,8:00,17:00,9,133.93,0,0,0
10025,October,10/24/2022,8:00,17:00,9,133.93,0,0,0
10001,October,10/25/2022,8:00,17:00,9,373.04,0,0,0
10002,October,10/25/2022,8:00,17:00,9,255.8,0,0,0
10003,October,10/25/2022,11:30,17:00,5.5,255.8,0,0,0
10004,October,10/25/2022,8:00,17:00,9,362.05,0,0,0
10005,October,10/25/2022,8:00,17:00,9,133.93,0,0,0
10006,October,10/25/2022,8:00,17:00,9,133.93,0,0,0
10007,October,10/25/2022,8:00,17:00,9,142.86,0,0,0
10008,October,10/25/2022,8:10,17:00,8.83,142.86,0,0,0
10009,October,10/25/2022,8:00,17:00,9,133.93,0,0,0
10010,October,10/25/2022,8:00,17:00,9,133.93,0,0,0
10011,October,10/25/2022,8:00,17:00,9,229.02,0,0,0
10012,October,10/25/2022,8:00,17:00,9,249.11,0,0,0
10013,October,10/25/2022,8:00,17:00,9,377.98,0,0,0
10014,October,10/25/2022,8:00,17:00,9,138.39,0,0,0
10015,October,10/25/2022,8:00,17:00,9,138.39,0,0,0
10016,October,10/25/2022,8:00,17:00,9,142.86,0,0,0
10017,October,10/25/2022,8:05,17:00,8.92,133.93,0,0,0
10018,October,10/25/2022,8:00,17:00,9,133.93,0,0,0
10019,October,10/25/2022,8:00,17:00,9,142.86,0,0,0
10020,October,10/25/2022,8:00,17:00,9,147.32,0,0,0
10021,October,10/25/2022,8:00,17:00,9,147.32,0,0,0
10022,October,10/25/2022,8:00,17:00,9,142.86,0,0,0
10023,October,10/25/2022,9:00,17:00,8,133.93,0,0,0
10024,October,10/25/2022,8:00,17:00,9,133.93,0,0,0
10025,October,10/25/2022,8:00,17:00,9,133.93,0,0,0
10001,October,10/26/2022,8:00,17:00,9,373.04,0,0,0
10002,October,10/26/2022,8:00,17:00,9,255.8,0,0,0
10003,October,10/26/2022,8:00,17:00,9,255.8,0,0,0
10004,October,10/26/2022,8:00,17:00,9,362.05,0,0,0
10005,October,10/26/2022,8:00,17:00,9,133.93,0,0,0
10006,October,10/26/2022,8:00,17:00,9,133.93,0,0,0
10007,October,10/26/2022,8:00,17:00,9,142.86,0,0,0
10008,October,10/26/2022,8:00,17:00,9,142.86,0,0,0
10009,October,10/26/2022,8:00,17:00,9,133.93,0,0,0
10010,October,10/26/2022,8:00,17:00,9,133.93,0,0,0
10011,October,10/26/2022,8:00,17:00,9,229.02,0,0,0
10012,October,10/26/2022,8:00,17:00,9,249.11,0,0,0
10013,October,10/26/2022,8:00,17:00,9,377.98,0,0,0
10014,October,10/26/2022,8:00,17:00,9,138.39,0,0,0
10015,October,10/26/2022,8:00,17:00,9,138.39,0,0,0
10016,October,10/26/2022,8:00,17:00,9,142.86,0,0,0
10017,October,10/26/2022,8:00,17:00,9,133.93,0,0,0
10018,October,10/26/2022,8:00,17:00,9,133.93,0,0,0
10019,October,10/26/2022,8:00,17:00,9,142.86,0,0,0
10020,October,10/26/2022,8:00,17:00,9,147.32,0,0,0
10021,October,10/26/2022,8:00,17:00,9,147.32,0,0,0
10022,October,10/26/2022,8:00,17:00,9,142.86,0,0,0
10023,October,10/26/2022,8:00,17:00,9,133.93,0,0,0
10024,October,10/26/2022,8:00,17:00,9,133.93,0,0,0
10025,October,10/26/2022,8:00,17:00,9,133.93,0,0,0
10001,October,10/27/2022,8:00,17:00,9,373.04,0,0,0
10002,October,10/27/2022,8:00,17:00,9,255.8,0,0,0
10003,October,10/27/2022,8:00,17:00,9,255.8,0,0,0
10004,October,10/27/2022,8:00,17:00,9,362.05,0,0,0
10005,October,10/27/2022,8:00,17:00,9,133.93,0,0,0
10006,October,10/27/2022,8:00,17:00,9,133.93,0,0,0
10007,October,10/27/2022,8:00,17:00,9,142.86,0,0,0
10008,October,10/27/2022,8:00,17:00,9,142.86,0,0,0
10009,October,10/27/2022,8:00,17:00,9,133.93,0,0,0
10010,October,10/27/2022,8:00,17:00,9,133.93,0,0,0
10011,October,10/27/2022,8:00,17:00,9,229.02,0,0,0
10012,October,10/27/2022,8:00,17:00,9,249.11,0,0,0
10013,October,10/27/2022,10:00,17:00,7,377.98,0,0,0
10014,October,10/27/2022,10:00,17:00,7,138.39,0,0,0
10015,October,10/27/2022,10:00,17:00,7,138.39,0,0,0
10016,October,10/27/2022,10:00,17:00,7,142.86,0,0,0
10017,October,10/27/2022,10:00,17:00,7,133.93,0,0,0
10018,October,10/27/2022,0:00,0:00,0,133.93,0,0,0
10019,October,10/27/2022,10:00,17:00,7,142.86,0,0,0
10020,October,10/27/2022,10:00,17:00,7,147.32,0,0,0
10021,October,10/27/2022,10:00,17:00,7,147.32,0,0,0
10022,October,10/27/2022,10:00,17:00,7,142.86,0,0,0
10023,October,10/27/2022,10:00,17:00,7,133.93,0,0,0
10024,October,10/27/2022,10:00,17:00,7,133.93,0,0,0
10025,October,10/27/2022,10:00,17:00,7,133.93,0,0,0
10001,October,10/28/2022,8:00,17:00,9,373.04,0,0,0
10002,October,10/28/2022,8:00,17:00,9,255.8,0,0,0
10003,October,10/28/2022,8:00,17:00,9,255.8,0,0,0
10004,October,10/28/2022,8:00,17:00,9,362.05,0,0,0
10005,October,10/28/2022,8:00,17:00,9,133.93,0,0,0
10006,October,10/28/2022,8:00,17:00,9,133.93,0,0,0
10007,October,10/28/2022,8:00,17:00,9,142.86,0,0,0
10008,October,10/28/2022,8:00,17:00,9,142.86,0,0,0
10009,October,10/28/2022,8:00,17:00,9,133.93,0,0,0
10010,October,10/28/2022,8:00,17:00,9,133.93,0,0,0
10011,October,10/28/2022,8:00,17:00,9,229.02,0,0,0
10012,October,10/28/2022,8:00,17:00,9,249.11,0,0,0
10013,October,10/28/2022,8:00,17:00,9,377.98,0,0,0
10014,October,10/28/2022,8:00,17:00,9,138.39,0,0,0
10015,October,10/28/2022,8:00,17:00,9,138.39,0,0,0
10016,October,10/28/2022,8:00,17:00,9,142.86,0,0,0
10017,October,10/28/2022,8:00,17:00,9,133.93,0,0,0
10018,October,10/28/2022,8:00,17:00,9,133.93,0,0,0
10019,October,10/28/2022,8:00,17:00,9,142.86,0,0,0
10020,October,10/28/2022,8:00,17:00,9,147.32,0,0,0
10021,October,10/28/2022,8:00,17:00,9,147.32,0,0,0
10022,October,10/28/2022,8:00,17:00,9,142.86,0,0,0
10023,October,10/28/2022,8:00,17:00,9,133.93,0,0,0
10024,October,10/28/2022,8:00,17:00,9,133.93,0,0,0
10025,October,10/28/2022,8:00,17:00,9,133.93,0,0,0
10001,October,10/31/2022,8:00,17:00,9,373.04,0,0,0
10002,October,10/31/2022,8:00,17:00,9,255.8,0,0,0
10003,October,10/31/2022,8:00,17:00,9,255.8,0,0,0
10004,October,10/31/2022,8:00,17:00,9,362.05,0,0,0
10005,October,10/31/2022,8:00,17:00,9,133.93,0,0,0
10006,October,10/31/2022,8:00,17:00,9,133.93,0,0,0
10007,October,10/31/2022,8:27,17:00,8.55,142.86,0,0,0
10008,October,10/31/2022,8:01,17:00,8.98,142.86,0,0,0
10009,October,10/31/2022,8:05,17:00,8.92,133.93,0,0,0
10010,October,10/31/2022,8:00,17:00,9,133.93,0,0,0
10011,October,10/31/2022,8:00,17:00,9,229.02,0,0,0
10012,October,10/31/2022,8:00,17:00,9,249.11,0,0,0
10013,October,10/31/2022,8:00,17:00,9,377.98,0,0,0
10014,October,10/31/2022,8:00,17:00,9,138.39,0,0,0
10015,October,10/31/2022,8:00,17:00,9,138.39,0,0,0
10016,October,10/31/2022,8:28,17:00,8.53,142.86,0,0,0
10017,October,10/31/2022,8:00,17:00,9,133.93,0,0,0
10018,October,10/31/2022,8:00,17:00,9,133.93,0,0,0
10019,October,10/31/2022,8:00,17:00,9,142.86,0,0,0
10020,October,10/31/2022,8:00,17:00,9,147.32,0,0,0
10021,October,10/31/2022,8:11,17:00,8.82,147.32,0,0,0
10022,October,10/31/2022,8:00,17:00,9,142.86,0,0,0
10023,October,10/31/2022,8:00,17:00,9,133.93,0,0,0
10024,October,10/31/2022,8:21,17:00,8.65,133.93,0,0,0
10025,October,10/31/2022,8:00,17:00,9,133.93,0,0,0
10001,November,11/1/2022,0:00,0:00,0,373.04,1500,1000,1000
10002,November,11/1/2022,0:00,0:00,0,255.8,1500,800,800
10003,November,11/1/2022,0:00,0:00,0,255.8,1500,800,800
10004,November,11/1/2022,0:00,0:00,0,362.05,1500,1000,1000
10005,November,11/1/2022,0:00,0:00,0,133.93,1500,500,500
10006,November,11/1/2022,0:00,0:00,0,133.93,1500,500,500
10007,November,11/1/2022,0:00,0:00,0,142.86,1500,500,500
10008,November,11/1/2022,0:00,0:00,0,142.86,1500,500,500
10009,November,11/1/2022,0:00,0:00,0,133.93,1500,500,500
10010,November,11/1/2022,0:00,0:00,0,133.93,1500,500,500
10011,November,11/1/2022,0:00,0:00,0,229.02,1500,800,800
10012,November,11/1/2022,0:00,0:00,0,249.11,1500,800,800
10013,November,11/1/2022,0:00,0:00,0,377.98,1500,1000,1000
10014,November,11/1/2022,0:00,0:00,0,138.39,1500,500,500
10015,November,11/1/2022,0:00,0:00,0,138.39,0,0,0
10016,November,11/1/2022,0:00,0:00,0,142.86,0,0,0
10017,November,11/1/2022,0:00,0:00,0,133.93,0,0,0
10018,November,11/1/2022,0:00,0:00,0,133.93,0,0,0
10019,November,11/1/2022,0:00,0:00,0,142.86,0,0,0
10020,November,11/1/2022,0:00,0:00,0,147.32,0,0,0
10021,November,11/1/2022,0:00,0:00,0,147.32,0,0,0
10022,November,11/1/2022,0:00,0:00,0,142.86,0,0,0
10023,November,11/1/2022,0:00,0:00,0,133.93,0,0,0
10024,November,11/1/2022,0:00,0:00,0,133.93,0,0,0
10025,November,11/1/2022,0:00,0:00,0,133.93,0,0,0
10001,November,11/2/2022,8:00,17:00,9,373.04,0,0,0
10002,November,11/2/2022,8:00,17:00,9,255.8,0,0,0
10003,November,11/2/2022,8:00,17:00,9,255.8,0,0,0
10004,November,11/2/2022,8:00,17:00,9,362.05,0,0,0
10005,November,11/2/2022,8:15,17:00,8.75,133.93,0,0,0
10006,November,11/2/2022,8:00,17:00,9,133.93,0,0,0
10007,November,11/2/2022,8:00,17:00,9,142.86,0,0,0
10008,November,11/2/2022,8:00,17:00,9,142.86,0,0,0
10009,November,11/2/2022,8:00,17:00,9,133.93,0,0,0
10010,November,11/2/2022,8:00,17:00,9,133.93,0,0,0
10011,November,11/2/2022,10:30,17:00,6.5,229.02,0,0,0
10012,November,11/2/2022,8:00,17:00,9,249.11,0,0,0
10013,November,11/2/2022,8:00,17:00,9,377.98,0,0,0
10014,November,11/2/2022,8:00,17:00,9,138.39,0,0,0
10015,November,11/2/2022,8:00,17:00,9,138.39,0,0,0
10016,November,11/2/2022,8:00,17:00,9,142.86,0,0,0
10017,November,11/2/2022,8:00,17:00,9,133.93,0,0,0
10018,November,11/2/2022,8:00,17:00,9,133.93,0,0,0
10019,November,11/2/2022,8:00,17:00,9,142.86,0,0,0
10020,November,11/2/2022,8:00,17:00,9,147.32,0,0,0
10021,November,11/2/2022,13:00,17:00,4,147.32,0,0,0
10022,November,11/2/2022,8:00,17:00,9,142.86,0,0,0
10023,November,11/2/2022,8:00,17:00,9,133.93,0,0,0
10024,November,11/2/2022,8:00,17:00,9,133.93,0,0,0
10025,November,11/2/2022,8:00,17:00,9,133.93,0,0,0
10001,November,11/3/2022,8:00,17:00,9,373.04,0,0,0
10002,November,11/3/2022,8:00,17:00,9,255.8,0,0,0
10003,November,11/3/2022,11:30,17:00,5.5,255.8,0,0,0
10004,November,11/3/2022,8:00,17:00,9,362.05,0,0,0
10005,November,11/3/2022,8:00,17:00,9,133.93,0,0,0
10006,November,11/3/2022,8:00,17:00,9,133.93,0,0,0
10007,November,11/3/2022,8:00,17:00,9,142.86,0,0,0
10008,November,11/3/2022,8:10,17:00,8.83,142.86,0,0,0
10009,November,11/3/2022,8:00,17:00,9,133.93,0,0,0
10010,November,11/3/2022,8:00,17:00,9,133.93,0,0,0
10011,November,11/3/2022,8:00,17:00,9,229.02,0,0,0
10012,November,11/3/2022,8:00,17:00,9,249.11,0,0,0
10013,November,11/3/2022,8:00,17:00,9,377.98,0,0,0
10014,November,11/3/2022,8:00,17:00,9,138.39,0,0,0
10015,November,11/3/2022,8:00,17:00,9,138.39,0,0,0
10016,November,11/3/2022,8:00,17:00,9,142.86,0,0,0
10017,November,11/3/2022,8:05,17:00,8.92,133.93,0,0,0
10018,November,11/3/2022,8:00,17:00,9,133.93,0,0,0
10019,November,11/3/2022,8:00,17:00,9,142.86,0,0,0
10020,November,11/3/2022,8:00,17:00,9,147.32,0,0,0
10021,November,11/3/2022,8:00,17:00,9,147.32,0,0,0
10022,November,11/3/2022,8:00,17:00,9,142.86,0,0,0
10023,November,11/3/2022,9:00,17:00,8,133.93,0,0,0
10024,November,11/3/2022,8:00,17:00,9,133.93,0,0,0
10025,November,11/3/2022,8:00,17:00,9,133.93,0,0,0
10001,November,11/4/2022,8:00,17:00,9,373.04,0,0,0
10002,November,11/4/2022,8:00,17:00,9,255.8,0,0,0
10003,November,11/4/2022,8:00,17:00,9,255.8,0,0,0
10004,November,11/4/2022,8:00,17:00,9,362.05,0,0,0
10005,November,11/4/2022,8:00,17:00,9,133.93,0,0,0
10006,November,11/4/2022,8:00,17:00,9,133.93,0,0,0
10007,November,11/4/2022,8:00,17:00,9,142.86,0,0,0
10008,November,11/4/2022,8:00,17:00,9,142.86,0,0,0
10009,November,11/4/2022,8:00,17:00,9,133.93,0,0,0
10010,November,11/4/2022,8:00,17:00,9,133.93,0,0,0
10011,November,11/4/2022,8:00,17:00,9,229.02,0,0,0
10012,November,11/4/2022,8:00,17:00,9,249.11,0,0,0
10013,November,11/4/2022,8:00,17:00,9,377.98,0,0,0
10014,November,11/4/2022,8:00,17:00,9,138.39,0,0,0
10015,November,11/4/2022,8:00,17:00,9,138.39,0,0,0
10016,November,11/4/2022,8:00,17:00,9,142.86,0,0,0
10017,November,11/4/2022,8:00,17:00,9,133.93,0,0,0
10018,November,11/4/2022,8:00,17:00,9,133.93,0,0,0
10019,November,11/4/2022,8:00,17:00,9,142.86,0,0,0
10020,November,11/4/2022,8:00,17:00,9,147.32,0,0,0
10021,November,11/4/2022,8:00,17:00,9,147.32,0,0,0
10022,November,11/4/2022,8:00,17:00,9,142.86,0,0,0
10023,November,11/4/2022,0:00,0:00,0,133.93,0,0,0
10024,November,11/4/2022,8:00,17:00,9,133.93,0,0,0
10025,November,11/4/2022,8:00,17:00,9,133.93,0,0,0
10001,November,11/7/2022,8:00,17:00,9,373.04,0,0,0
10002,November,11/7/2022,8:00,17:00,9,255.8,0,0,0
10003,November,11/7/2022,8:00,17:00,9,255.8,0,0,0
10004,November,11/7/2022,8:00,17:00,9,362.05,0,0,0
10005,November,11/7/2022,8:00,17:00,9,133.93,0,0,0
10006,November,11/7/2022,8:00,17:00,9,133.93,0,0,0
10007,November,11/7/2022,8:00,17:00,9,142.86,0,0,0
10008,November,11/7/2022,8:00,17:00,9,142.86,0,0,0
10009,November,11/7/2022,8:00,17:00,9,133.93,0,0,0
10010,November,11/7/2022,8:00,17:00,9,133.93,0,0,0
10011,November,11/7/2022,8:00,17:00,9,229.02,0,0,0
10012,November,11/7/2022,8:00,17:00,9,249.11,0,0,0
10013,November,11/7/2022,10:00,17:00,7,377.98,0,0,0
10014,November,11/7/2022,10:00,17:00,7,138.39,0,0,0
10015,November,11/7/2022,10:00,17:00,7,138.39,0,0,0
10016,November,11/7/2022,10:00,17:00,7,142.86,0,0,0
10017,November,11/7/2022,10:00,17:00,7,133.93,0,0,0
10018,November,11/7/2022,10:00,17:00,7,133.93,0,0,0
10019,November,11/7/2022,10:00,17:00,7,142.86,0,0,0
10020,November,11/7/2022,10:00,17:00,7,147.32,0,0,0
10021,November,11/7/2022,10:00,17:00,7,147.32,0,0,0
10022,November,11/7/2022,10:00,17:00,7,142.86,0,0,0
10023,November,11/7/2022,10:00,17:00,7,133.93,0,0,0
10024,November,11/7/2022,10:00,17:00,7,133.93,0,0,0
10025,November,11/7/2022,10:00,17:00,7,133.93,0,0,0
10001,November,11/8/2022,8:00,17:00,9,373.04,0,0,0
10002,November,11/8/2022,8:00,17:00,9,255.8,0,0,0
10003,November,11/8/2022,8:00,17:00,9,255.8,0,0,0
10004,November,11/8/2022,8:00,17:00,9,362.05,0,0,0
10005,November,11/8/2022,8:00,17:00,9,133.93,0,0,0
10006,November,11/8/2022,8:00,17:00,9,133.93,0,0,0
10007,November,11/8/2022,8:00,17:00,9,142.86,0,0,0
10008,November,11/8/2022,8:00,17:00,9,142.86,0,0,0
10009,November,11/8/2022,8:00,17:00,9,133.93,0,0,0
10010,November,11/8/2022,8:00,17:00,9,133.93,0,0,0
10011,November,11/8/2022,8:00,17:00,9,229.02,0,0,0
10012,November,11/8/2022,8:00,17:00,9,249.11,0,0,0
10013,November,11/8/2022,8:00,17:00,9,377.98,0,0,0
10014,November,11/8/2022,8:00,17:00,9,138.39,0,0,0
10015,November,11/8/2022,8:00,17:00,9,138.39,0,0,0
10016,November,11/8/2022,8:00,17:00,9,142.86,0,0,0
10017,November,11/8/2022,8:00,17:00,9,133.93,0,0,0
10018,November,11/8/2022,8:00,17:00,9,133.93,0,0,0
10019,November,11/8/2022,8:00,17:00,9,142.86,0,0,0
10020,November,11/8/2022,8:00,17:00,9,147.32,0,0,0
10021,November,11/8/2022,8:00,17:00,9,147.32,0,0,0
10022,November,11/8/2022,8:00,17:00,9,142.86,0,0,0
10023,November,11/8/2022,8:00,17:00,9,133.93,0,0,0
10024,November,11/8/2022,8:00,17:00,9,133.93,0,0,0
10025,November,11/8/2022,8:00,17:00,9,133.93,0,0,0
10001,November,11/9/2022,8:00,17:00,9,373.04,0,0,0
10002,November,11/9/2022,8:00,17:00,9,255.8,0,0,0
10003,November,11/9/2022,8:00,17:00,9,255.8,0,0,0
10004,November,11/9/2022,8:00,17:00,9,362.05,0,0,0
10005,November,11/9/2022,8:00,17:00,9,133.93,0,0,0
10006,November,11/9/2022,8:00,17:00,9,133.93,0,0,0
10007,November,11/9/2022,8:27,17:00,8.55,142.86,0,0,0
10008,November,11/9/2022,8:01,17:00,8.98,142.86,0,0,0
10009,November,11/9/2022,8:05,17:00,8.92,133.93,0,0,0
10010,November,11/9/2022,8:00,17:00,9,133.93,0,0,0
10011,November,11/9/2022,8:00,17:00,9,229.02,0,0,0
10012,November,11/9/2022,8:00,17:00,9,249.11,0,0,0
10013,November,11/9/2022,8:00,17:00,9,377.98,0,0,0
10014,November,11/9/2022,8:00,17:00,9,138.39,0,0,0
10015,November,11/9/2022,8:00,17:00,9,138.39,0,0,0
10016,November,11/9/2022,8:28,17:00,8.53,142.86,0,0,0
10017,November,11/9/2022,8:00,17:00,9,133.93,0,0,0
10018,November,11/9/2022,8:00,17:00,9,133.93,0,0,0
10019,November,11/9/2022,8:00,17:00,9,142.86,0,0,0
10020,November,11/9/2022,8:00,17:00,9,147.32,0,0,0
10021,November,11/9/2022,8:11,17:00,8.82,147.32,0,0,0
10022,November,11/9/2022,8:00,17:00,9,142.86,0,0,0
10023,November,11/9/2022,8:00,17:00,9,133.93,0,0,0
10024,November,11/9/2022,8:21,17:00,8.65,133.93,0,0,0
10025,November,11/9/2022,8:00,17:00,9,133.93,0,0,0
10001,November,11/10/2022,8:00,17:00,9,373.04,0,0,0
10002,November,11/10/2022,8:00,17:00,9,255.8,0,0,0
10003,November,11/10/2022,8:00,17:00,9,255.8,0,0,0
10004,November,11/10/2022,8:00,17:00,9,362.05,0,0,0
10005,November,11/10/2022,8:00,17:00,9,133.93,0,0,0
10006,November,11/10/2022,8:00,17:00,9,133.93,0,0,0
10007,November,11/10/2022,8:00,17:00,9,142.86,0,0,0
10008,November,11/10/2022,8:00,17:00,9,142.86,0,0,0
10009,November,11/10/2022,8:00,17:00,9,133.93,0,0,0
10010,November,11/10/2022,8:00,17:00,9,133.93,0,0,0
10011,November,11/10/2022,8:00,17:00,9,229.02,0,0,0
10012,November,11/10/2022,8:00,17:00,9,249.11,0,0,0
10013,November,11/10/2022,8:00,17:00,9,377.98,0,0,0
10014,November,11/10/2022,8:00,17:00,9,138.39,0,0,0
10015,November,11/10/2022,8:00,17:00,9,138.39,0,0,0
10016,November,11/10/2022,8:00,17:00,9,142.86,0,0,0
10017,November,11/10/2022,8:00,17:00,9,133.93,0,0,0
10018,November,11/10/2022,8:00,17:00,9,133.93,0,0,0
10019,November,11/10/2022,8:00,17:00,9,142.86,0,0,0
10020,November,11/10/2022,8:00,17:00,9,147.32,0,0,0
10021,November,11/10/2022,8:00,17:00,9,147.32,0,0,0
10022,November,11/10/2022,8:00,17:00,9,142.86,0,0,0
10023,November,11/10/2022,8:00,17:00,9,133.93,0,0,0
10024,November,11/10/2022,8:00,17:00,9,133.93,0,0,0
10025,November,11/10/2022,8:00,17:00,9,133.93,0,0,0
10001,November,11/11/2022,8:00,17:00,9,373.04,0,0,0
10002,November,11/11/2022,8:00,17:00,9,255.8,0,0,0
10003,November,11/11/2022,8:00,17:00,9,255.8,0,0,0
10004,November,11/11/2022,8:00,17:00,9,362.05,0,0,0
10005,November,11/11/2022,8:15,17:00,8.75,133.93,0,0,0
10006,November,11/11/2022,8:00,17:00,9,133.93,0,0,0
10007,November,11/11/2022,8:00,17:00,9,142.86,0,0,0
10008,November,11/11/2022,8:00,17:00,9,142.86,0,0,0
10009,November,11/11/2022,8:00,17:00,9,133.93,0,0,0
10010,November,11/11/2022,8:00,17:00,9,133.93,0,0,0
10011,November,11/11/2022,10:30,17:00,6.5,229.02,0,0,0
10012,November,11/11/2022,8:00,17:00,9,249.11,0,0,0
10013,November,11/11/2022,8:00,17:00,9,377.98,0,0,0
10014,November,11/11/2022,8:00,17:00,9,138.39,0,0,0
10015,November,11/11/2022,8:00,17:00,9,138.39,0,0,0
10016,November,11/11/2022,8:00,17:00,9,142.86,0,0,0
10017,November,11/11/2022,8:00,17:00,9,133.93,0,0,0
10018,November,11/11/2022,8:00,17:00,9,133.93,0,0,0
10019,November,11/11/2022,8:00,17:00,9,142.86,0,0,0
10020,November,11/11/2022,8:00,17:00,9,147.32,0,0,0
